日時,競馬場,レース名,グレード,距離,種別,着順,枠,馬番,馬名,性別,騎手,調教師
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,12,1,1,ダイワキャグニー,せ,内田博幸,菊沢隆徳
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,13,3,6,エアウィンザー,せ,高田潤,角居勝彦
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,14,4,7,バレリオ,牡,和田竜二,相沢郁
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,15,8,15,レクセランス,牡,西村淳也,池添学
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,16,8,16,ミスディレクション,せ,太宰啓介,武幸四郎
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,1,5,9,アリストテレス,牡,C.ルメール,音無秀孝
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,2,2,4,ヴェルトライゼンデ,牡,池添謙一,池江泰寿
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,3,4,8,ラストドラフト,牡,三浦皇成,戸田博文
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,4,6,12,ステイフーリッシュ,牡,石橋脩,矢作芳人
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,5,5,10,モズベッロ,牡,北村宏司,森田直行
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,6,8,15,ウインマリリン,牝,横山武史,手塚貴久
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,7,8,17,ジャコマル,牡,田中勝春,松永幹夫
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,8,6,11,ナイママ,牡,柴田大知,武藤善則
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,9,4,7,タガノディアマンテ,牡,津村明秀,鮫島一歩
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,10,1,2,サンアップルトン,牡,柴田善臣,中野栄治
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,11,1,1,サトノフラッグ,牡,戸崎圭太,国枝栄
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,12,3,6,ベストアプローチ,せ,江田照男,小島茂之
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,13,2,3,ノーブルマーズ,牡,高倉稜,宮本博
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,14,7,13,マイネルハニー,牡,宮崎北斗,栗田徹
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,15,8,16,ジェネラーレウーノ,牡,武藤雅,矢野英一
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,16,3,5,ソッサスブレイ,牡,木幡巧也,粕谷昌央
2021/1/24/,中山,アメリカジョッキークラブカップ,GⅡ,2200,芝,17,7,14,ランフォザローゼス,牡,杉原誠人,藤沢和雄
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,1,6,11,オーヴェルニュ,牡,川田将雅,西村真幸
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,2,7,12,アナザートゥルース,せ,松山弘平,高木登
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,3,8,15,メモリーコウ,牝,古川吉洋,松永幹夫
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,4,7,13,デュードヴァン,牡,幸英明,加藤征弘
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,5,1,1,グレートタイム,牡,福永祐一,藤原英昭
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,6,6,10,ハヤヤッコ,牡,田辺裕信,国枝栄
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,7,4,7,ケイアイパープル,牡,中井裕二,村山明
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,8,3,4,タイキフェルヴール,牡,内田博幸,牧浦充徳
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,9,5,9,ダノンスプレンダー,牡,岩田康誠,安田隆行
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,10,2,3,コマビショウ,牡,松若風馬,南井克巳
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,11,3,5,テーオーフォース,牡,国分恭介,岡田稲男
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,12,4,6,インティ,牡,武豊,野中賢二
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,13,5,8,ムイトオブリガード,牡,北村友一,角田晃一
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,14,2,2,ダイシンインディー,牡,岩田望来,戸田博文
2021/1/24/,中京,東海テレビ杯東海ステークス,GⅡ,1800,ダ,15,8,14,ロードアクシス,牡,和田竜二,奥村豊
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,1,2,3,レッドルゼル,牡,川田将雅,安田隆行
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,2,1,1,ワンダーリーデル,牡,田中勝春,安田翔伍
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,3,3,6,タイムフライヤー,牡,C.ルメール,松田国英
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,4,7,14,アルクトス,牡,田辺裕信,栗田徹
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,5,3,5,ブルベアイリーデ,牡,大野拓弥,杉山晴紀
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,6,4,7,ヤマニンアンプリメ,牝,武豊,長谷川浩大
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,7,8,15,デザートストーム,牡,三浦皇成,西浦勝一
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,8,5,9,ヘリオス,せ,北村宏司,寺島良
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,9,6,11,サブノジュニア,牡,森泰斗,堀千亜樹
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,10,8,16,ステルヴィオ,牡,横山武史,木村哲也
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,11,1,2,スマートダンディー,牡,内田博幸,石橋守
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,12,7,13,サクセスエナジー,牡,酒井学,北出成人
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,13,6,12,テイエムサウスダン,牡,石橋脩,飯田雄三
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,14,2,4,ダイメイフジ,牡,柴田大知,森田直行
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,15,5,10,メイショウテンスイ,牡,蛯名正義,南井克巳
2021/1/31/,東京,根岸ステークス,GⅢ,1400,ダ,16,4,8,スマートセラヴィー,牡,戸崎圭太,矢作芳人
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,1,7,13,シヴァージ,牡,福永祐一,野中賢二
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,2,1,2,ライトオンキュー,牡,古川吉洋,昆貢
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,3,6,12,ラウダシオン,牡,M.デムーロ,斉藤崇史
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,4,6,11,リバティハイツ,牝,団野大成,高野友和
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,5,2,4,セイウンコウセイ,牡,幸英明,上原博之
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,6,5,10,ルッジェーロ,せ,藤岡佑介,鹿戸雄一
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,7,5,9,ヴェスターヴァルト,牡,富田暁,加藤征弘
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,8,1,1,ザイツィンガー,牡,和田竜二,牧田和弥
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,9,3,5,ラヴィングアンサー,牡,吉田豊,石坂正
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,10,8,17,タイセイアベニール,牡,松山弘平,西村真幸
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,11,2,3,コントラチェック,牝,池添謙一,藤沢和雄
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,12,4,8,プリモシーン,牝,岩田望来,木村哲也
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,13,3,6,カイザーメランジェ,牡,太宰啓介,中野栄治
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,14,4,7,エイティーンガール,牝,坂井瑠星,飯田祐史
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,15,7,14,トゥラヴェスーラ,牡,岩田康誠,高橋康之
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,16,8,18,クリノガウディー,牡,鮫島克駿,藤沢則雄
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,17,7,15,モズスーパーフレア,牝,北村友一,音無秀孝
2021/1/31/,中京,シルクロードステークス,GⅢ,1200,芝,18,8,16,ミッキースピリット,牡,松若風馬,音無秀孝
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,1,5,10,カラテ,牡,菅原明良,高橋祥泰
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,2,2,4,カテドラル,牡,田辺裕信,池添学
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,3,6,11,シャドウディーヴァ,牝,岩田康誠,斎藤誠
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,4,7,13,ヴァンドギャルド,牡,福永祐一,藤原英昭
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,5,3,5,トライン,牡,横山典弘,浜田多実雄
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,6,8,16,サトノインプレッサ,牡,戸崎圭太,矢作芳人
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,7,6,12,トリプルエース,牡,C.ルメール,斉藤崇史
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,8,5,9,サトノアーサー,牡,坂井瑠星,池江泰寿
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,9,1,2,サトノウィザード,牡,鮫島良太,松田国英
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,10,3,6,プロディガルサン,牡,藤岡佑介,国枝栄
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,11,7,14,エントシャイデン,牡,川須栄彦,矢作芳人
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,12,2,3,ロードマイウェイ,牡,横山武史,杉山晴紀
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,13,4,8,ニシノデイジー,牡,勝浦正樹,高木登
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,14,1,1,ダイワキャグニー,せ,内田博幸,菊沢隆徳
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,15,4,7,ショウナンライズ,牡,大野拓弥,上原博之
2021/2/7/,東京,東京新聞杯,GⅢ,1600,芝,16,8,15,エメラルファイト,牡,石川裕紀人,相沢郁
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,1,2,2,ラーゴム,牡,北村友一,斉藤崇史
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,2,3,3,ヨーホーレイク,牡,武豊,友道康夫
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,3,7,9,ランドオブリバティ,牡,三浦皇成,鹿戸雄一
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,4,5,5,タガノカイ,牡,泉谷楓真,宮徹
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,5,8,11,アランデル,牡,池添謙一,大竹正博
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,6,6,7,ショウナンアレス,牡,松山弘平,池添兼雄
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,7,4,4,ダノンジェネラル,牡,川田将雅,中内田充正
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,8,6,6,トーセンクライマー,牡,荻野極,加藤征弘
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,9,1,1,ジャンカルド,牡,和田竜二,武井亮
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,10,8,10,ドゥラモンド,牡,岩田望来,手塚貴久
2021/2/7/,中京,きさらぎ賞,GⅢ,2000,芝,11,7,8,アクセル,牡,柴山雄一,武幸四郎
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,1,3,6,アカイトリノムスメ,牝,戸崎圭太,国枝栄
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,2,5,9,アールドヴィーヴル,牝,松山弘平,今野貞一
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,3,1,2,ククナ,牝,C.ルメール,栗田徹
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,4,6,11,エイシンヒテン,牝,団野大成,渡辺薫彦
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,5,2,3,イズンシーラブリー,牝,三浦皇成,加藤征弘
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,6,4,7,ステラリア,牝,福永祐一,斉藤崇史
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,7,5,10,サルビア,牝,横山典弘,鈴木孝志
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,8,8,16,ハッピーオーサム,牝,岩田望来,藤原英昭
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,9,7,14,インフィナイト,牝,北村友一,音無秀孝
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,10,1,1,スライリー,牝,石川裕紀人,相沢郁
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,11,7,13,ミヤビハイディ,牝,吉田豊,高橋文雅
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,12,4,8,カイトゲニー,牝,柴田大知,和田雄二
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,13,2,4,リフレイム,牝,木幡巧也,黒岩陽一
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,14,3,5,メインターゲット,牝,田辺裕信,杉浦宏昭
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,15,6,12,カナリキケン,牝,M.デムーロ,竹内正洋
2021/2/13/,東京,デイリー杯クイーンカップ,GⅢ,1600,芝,16,8,15,レッジャードロ,牝,藤田菜七子,戸田博文
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,1,6,7,エフフォーリア,牡,横山武史,鹿戸雄一
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,2,7,9,ヴィクティファルス,牡,松山弘平,池添学
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,3,8,11,シャフリヤール,牡,福永祐一,藤原英昭
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,4,2,2,キングストンボーイ,牡,C.ルメール,藤沢和雄
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,5,3,3,ステラヴェローチェ,牡,横山典弘,須貝尚介
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,6,8,12,カイザーノヴァ,牡,坂井瑠星,矢作芳人
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,7,4,4,プラチナトレジャー,牡,田辺裕信,国枝栄
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,8,5,5,ディープリッチ,牡,北村宏司,小島茂之
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,9,6,8,レフトゥバーズ,牝,戸崎圭太,萩原清
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,10,7,10,ハートオブアシティ,牡,大野拓弥,森田直行
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,11,1,1,ディオスバリエンテ,牡,石橋脩,堀宣行
2021/2/14/,東京,共同通信杯,GⅢ,1800,芝,12,5,6,タイソウ,牡,丸山元気,西園正都
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,1,4,4,ラヴズオンリーユー,牝,川田将雅,矢作芳人
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,2,2,2,ステイフーリッシュ,牡,和田竜二,矢作芳人
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,3,7,9,ダンビュライト,せ,松若風馬,音無秀孝
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,4,8,10,ジナンボー,牡,岩田康誠,堀宣行
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,5,6,7,ワグネリアン,牡,武豊,友道康夫
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,6,5,5,ダンスディライト,牡,岩田望来,松永幹夫
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,7,8,11,サトノルークス,牡,幸英明,池江泰寿
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,8,7,8,モズベッロ,牡,三浦皇成,森田直行
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,9,6,6,レイエンダ,牡,団野大成,藤沢和雄
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,10,3,3,ベストアプローチ,せ,酒井学,小島茂之
2021/2/14/,阪神,京都記念,GⅡ,2200,芝,11,1,1,ハッピーグリン,牡,北村友一,森秀行
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,1,5,10,グロンディオーズ,牡,三浦皇成,田村康仁
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,2,2,3,オーソリティ,牡,川田将雅,木村哲也
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,3,7,13,ポンデザール,牝,C.ルメール,堀宣行
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,4,1,1,ナムラドノヴァン,牡,内田博幸,杉山晴紀
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,5,2,4,ヒュミドール,せ,吉田豊,小手川準
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,6,8,16,アイスバブル,牡,石川裕紀人,池江泰寿
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,7,4,8,ジャコマル,牡,田中勝春,松永幹夫
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,8,7,14,タイセイトレイル,牡,北村宏司,矢作芳人
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,9,6,11,ボスジラ,牡,横山武史,国枝栄
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,10,4,7,ミスマンマミーア,牝,松若風馬,寺島良
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,11,3,6,ブラックマジック,牡,石橋脩,戸田博文
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,12,3,5,サトノガーネット,牝,岩田望来,矢作芳人
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,13,6,12,ワセダインブルー,牡,大野拓弥,池上昌和
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,14,1,2,ダノンテイオー,牡,津村明秀,大久保龍志
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,15,8,15,パフォーマプロミス,牡,M.デムーロ,藤原英昭
2021/2/20/,東京,ダイヤモンドステークス,GⅢ,3400,芝,16,5,9,メイショウテンゲン,牡,横山典弘,池添兼雄
2021/2/20/,阪神,京都牝馬ステークス,GⅢ,1400,芝,1,2,4,イベリス,牝,酒井学,角田晃一
2021/2/20/,阪神,京都牝馬ステークス,GⅢ,1400,芝,2,8,15,ギルデッドミラー,牝,福永祐一,松永幹夫
2021/2/20/,阪神,京都牝馬ステークス,GⅢ,1400,芝,3,7,14,ブランノワール,牝,団野大成,須貝尚介
2021/2/20/,阪神,京都牝馬ステークス,GⅢ,1400,芝,4,4,7,アイラブテーラー,牝,岩田康誠,河内洋
2021/2/20/,阪神,京都牝馬ステークス,GⅢ,1400,芝,5,6,12,シャインガーネット,牝,田辺裕信,栗田徹
2021/2/20/,阪神,京都牝馬ステークス,GⅢ,1400,芝,6,5,10,アマルフィコースト,牝,幸英明,牧田和弥
2021/2/20/,阪神,京都牝馬ステークス,GⅢ,1400,芝,7,2,3,メイショウケイメイ,牝,古川吉洋,南井克巳
