日時,競馬場,レース名,グレード,距離,種別,着順,枠,馬番,馬名,性別,騎手,調教師
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,7,2,3,ジェラルディーナ,牝,岩田康誠,石坂正
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,8,3,5,サルビア,牝,松山弘平,鈴木孝志
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,9,7,13,アオイゴールド,牝,団野大成,和田雄二
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,10,1,2,ルクシオン,牝,西村淳也,河内洋
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,11,7,15,エイシンヒテン,牝,松若風馬,渡辺薫彦
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,12,2,4,リンゴアメ,牝,丹内祐次,菊川正達
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,13,1,1,ウインアグライア,牝,横山武史,和田雄二
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,14,8,16,インフィナイト,牝,北村友一,音無秀孝
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,15,5,9,ナムラメーテル,牝,和田竜二,鈴木孝志
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,16,8,17,フラリオナ,牝,浜中俊,武幸四郎
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,17,5,10,シゲルピンクルビー,牝,幸英明,渡辺薫彦
2020/12/13/,阪神,阪神ジュベナイルフィリーズ,GⅠ,1600,芝,18,7,14,ポールネイロン,牝,藤岡佑介,矢作芳人
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,1,4,8,スマイルカナ,牝,柴田大知,高橋祥泰
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,2,3,5,アンドラステ,牝,岩田望来,中内田充正
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,3,2,3,フェアリーポルカ,牝,和田竜二,西村真幸
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,4,7,13,シーズンズギフト,牝,津村明秀,黒岩陽一
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,5,2,4,ビッククインバイオ,牝,戸崎圭太,牧光二
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,6,3,6,インターミッション,牝,石川裕紀人,手塚貴久
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,7,7,14,ランブリングアレー,牝,吉田隼人,友道康夫
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,8,8,15,スイープセレリタス,牝,丸山元気,藤沢和雄
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,9,1,2,シャインガーネット,牝,田辺裕信,栗田徹
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,10,4,7,ドナウデルタ,牝,C.ルメール,石坂正
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,11,1,1,レッドレグナント,牝,武藤雅,大竹正博
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,12,6,12,クリスティ,牝,松若風馬,杉山晴紀
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,13,5,9,アロハリリー,牝,酒井学,高野友和
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,14,6,11,サンクテュエール,牝,北村宏司,藤沢和雄
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,15,5,10,モルフェオルフェ,牝,江田照男,大江原哲
2020/12/19/,中山,ターコイズステークス,GⅢ,1600,芝,16,8,16,トロワゼトワル,牝,斎藤新,安田隆行
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,1,1,2,グレナディアガーズ,牡,川田将雅,中内田充正
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,2,4,7,ステラヴェローチェ,牡,横山典弘,須貝尚介
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,3,4,8,レッドベルオーブ,牡,福永祐一,藤原英昭
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,4,6,11,バスラットレオン,牡,坂井瑠星,矢作芳人
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,5,3,6,ブルースピリット,牡,藤岡佑介,中内田充正
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,6,8,15,ロードマックス,牡,岩田望来,藤原英昭
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,7,3,5,ドゥラモンド,牡,武豊,手塚貴久
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,8,1,1,カイザーノヴァ,牡,池添謙一,矢作芳人
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,9,7,13,ホウオウアマゾン,牡,松山弘平,矢作芳人
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,10,7,14,モントライゼ,牡,C.ルメール,松永幹夫
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,11,8,16,スーパーホープ,牡,M.デムーロ,藤岡健一
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,12,6,12,ジュンブルースカイ,牡,岩田康誠,友道康夫
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,13,2,4,ショックアクション,牡,戸崎圭太,大久保龍志
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,14,5,10,アスコルターレ,牡,北村友一,西村真幸
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,15,2,3,ビゾンテノブファロ,牡,山田敬士,小桧山悟
2020/12/20/,阪神,朝日杯フューチュリティステークス,GⅠ,1600,芝,16,5,9,テーオーダヴィンチ,牡,浜中俊,岡田稲男
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,1,7,14,メイショウダッサイ,牡,森一馬,飯田祐史
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,2,2,3,ケンホファヴァルト,牡,熊沢重文,森秀行
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,3,6,11,タガノエスプレッソ,牡,平沢健治,五十嵐忠男
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,4,6,12,ブライトクォーツ,牡,西谷誠,荒川義之
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,5,1,2,ヒロノタイリク,牡,難波剛健,宮本博
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,6,4,8,フォワードカフェ,牡,石神深一,和田勇介
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,7,3,5,ヒロシゲセブン,牡,高田潤,北出成人
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,8,1,1,シンキングダンサー,せ,五十嵐雄祐,武市康男
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,9,5,10,ケイブルグラム,せ,蓑島靖典,高橋文雅
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,10,5,9,ビッグスモーキー,せ,植野貴也,清水久詞
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,11,8,16,スズカデヴィアス,牡,北沢伸也,橋田満
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,12,7,13,セガールフォンテン,牡,草野太郎,石毛善彦
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,13,3,6,ストレートパンチ,牡,伴啓太,堀井雅広
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,14,2,4,アズマタックン,牡,小坂忠士,加用正
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,中止,4,7,シゲルピーマン,せ,大江原圭,湯窪幸雄
2020/12/26/,中山,農林水産省賞典 中山大障害,J･GⅠ,4100,芝）,中止,8,15,ナリノレーヴドール,牡,小野寺祐太,上原博之
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,1,6,10,ダノンザキッド,牡,川田将雅,安田隆行
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,2,1,1,オーソクレース,牡,C.ルメール,久保田貴士
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,3,2,2,ヨーホーレイク,牡,武豊,友道康夫
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,4,6,11,タイトルホルダー,牡,戸崎圭太,栗田徹
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,5,7,13,シュヴァリエローズ,牡,北村友一,清水久詞
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,6,3,5,テンカハル,牡,坂井瑠星,矢作芳人
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,7,5,9,アオイショー,牡,石橋脩,中舘英二
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,8,4,7,マカオンドール,牡,岩田康誠,今野貞一
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,9,3,4,ヴィゴーレ,牡,横山武史,松永幹夫
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,10,7,12,アドマイヤザーゲ,牡,吉田隼人,友道康夫
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,11,4,6,ホールシバン,牡,丸山元気,高橋義忠
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,12,5,8,バニシングポイント,牡,M.デムーロ,藤沢和雄
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,13,8,15,セイハロートゥユー,牡,木幡巧也,牧光二
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,14,8,14,モリデンアロー,牡,山田敬士,小桧山悟
2020/12/26/,中山,ホープフルステークス,GⅠ,2000,芝,中止,2,3,ランドオブリバティ,牡,三浦皇成,鹿戸雄一
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,1,3,6,ダノンファンタジー,牝,藤岡佑介,中内田充正
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,2,8,16,マルターズディオサ,牝,田辺裕信,手塚貴久
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,3,6,12,インディチャンプ,牡,福永祐一,音無秀孝
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,4,5,9,サウンドキアラ,牝,松山弘平,安達昭夫
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,5,1,1,クリノガウディー,牡,幸英明,藤沢則雄
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,6,2,3,イベリス,牝,酒井学,角田晃一
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,7,1,2,レインボーフラッグ,牡,岩田望来,小崎憲
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,7,6,11,ジャンダルム,牡,荻野極,池江泰寿
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,9,4,8,フィアーノロマーノ,牡,団野大成,高野友和
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,10,7,13,ブラックムーン,牡,和田竜二,西浦勝一
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,11,5,10,タマモメイトウ,牡,藤岡康太,藤岡健一
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,12,4,7,ステルヴィオ,牡,池添謙一,木村哲也
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,13,2,4,ヤマカツマーメイド,牝,斎藤新,池添兼雄
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,14,3,5,クラヴィスオレア,せ,木幡育也,藤沢和雄
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,15,7,14,キングハート,牡,小崎綾也,星野忍
2020/12/26/,阪神,阪神カップ,GⅡ,1400,芝,16,8,15,ミッキーブリランテ,牡,松若風馬,矢作芳人
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,1,5,9,クロノジェネシス,牝,北村友一,斉藤崇史
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,2,7,14,サラキア,牝,松山弘平,池添学
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,3,7,13,フィエールマン,牡,C.ルメール,手塚貴久
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,4,4,7,ラッキーライラック,牝,福永祐一,松永幹夫
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,5,3,5,ワールドプレミア,牡,武豊,友道康夫
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,5,5,10,カレンブーケドール,牝,池添謙一,国枝栄
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,7,4,8,ペルシアンナイト,牡,大野拓弥,池江泰寿
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,8,2,3,クレッシェンドラヴ,牡,坂井瑠星,林徹
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,9,8,15,オセアグレイト,牡,横山典弘,菊川正達
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,10,2,4,ラヴズオンリーユー,牝,M.デムーロ,矢作芳人
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,11,8,16,ユーキャンスマイル,牡,岩田康誠,友道康夫
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,12,3,6,キセキ,牡,浜中俊,角居勝彦
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,13,1,1,バビット,牡,内田博幸,浜田多実雄
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,14,6,12,オーソリティ,牡,川田将雅,木村哲也
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,15,6,11,モズベッロ,牡,田辺裕信,森田直行
2020/12/27/,中山,有馬記念,GⅠ,2500,芝,中止,1,2,ブラストワンピース,牡,横山武史,大竹正博
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,1,5,9,ヒシイグアス,牡,松山弘平,堀宣行
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,2,2,3,ココロノトウダイ,牡,丸山元気,手塚貴久
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,3,8,16,ウインイクシード,牡,戸崎圭太,鈴木伸尋
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,4,6,12,ロザムール,牝,北村宏司,上原博之
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,5,5,10,アールスター,牡,長岡禎仁,杉山晴紀
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,6,1,2,テリトーリアル,牡,石川裕紀人,西浦勝一
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,7,7,13,シークレットラン,牡,横山武史,田村康仁
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,8,1,1,ロードクエスト,牡,西村淳也,小島茂之
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,9,4,7,マウントゴールド,牡,内田博幸,池江泰寿
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,10,8,17,バイオスパーク,牡,池添謙一,浜田多実雄
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,11,3,6,カデナ,牡,三浦皇成,中竹和也
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,11,7,14,ヴァンケドミンゴ,牡,藤岡康太,藤岡健一
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,13,3,5,ショウナンバルディ,牡,津村明秀,松下武士
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,14,6,11,ディープボンド,牡,和田竜二,大久保龍志
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,15,4,8,リュヌルージュ,牝,中井裕二,斉藤崇史
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,16,2,4,マイネルサーパス,牡,丹内祐次,高木登
2021/1/5/,中山,日刊スポーツ賞中山金杯,GⅢ,2000,芝,17,8,15,ダーリントンホール,牡,M.デムーロ,木村哲也
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,1,1,2,ケイデンスコール,牡,岩田康誠,安田隆行
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,2,2,4,ピースワンパラディ,牡,福永祐一,大竹正博
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,3,7,13,エントシャイデン,牡,川須栄彦,矢作芳人
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,4,7,14,タイセイビジョン,牡,石橋脩,西村真幸
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,5,5,10,シュリ,牡,武豊,池江泰寿
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,6,4,8,レッドガラン,牡,北村友一,安田隆行
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,7,6,11,ボンセルヴィーソ,牡,鮫島克駿,池添学
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,8,8,16,トリプルエース,牡,団野大成,斉藤崇史
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,9,4,7,スマートオーディン,牡,荻野極,池江泰寿
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,10,3,6,レッドアネモス,牝,吉田隼人,友道康夫
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,11,3,5,メイケイダイハード,牡,酒井学,中竹和也
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,12,8,15,サトノアーサー,牡,坂井瑠星,池江泰寿
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,13,6,12,ラセット,牡,加藤祥太,庄野靖志
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,14,5,9,ブラックムーン,牡,幸英明,西浦勝一
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,15,1,1,ケイアイノーテック,牡,藤岡佑介,平田修
2021/1/5/,中京,スポーツニッポン賞京都金杯,GⅢ,1600,芝,16,2,3,ロードマイウェイ,牡,松若風馬,杉山晴紀
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,1,7,12,ピクシーナイト,牡,福永祐一,音無秀孝
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,2,2,3,ルークズネスト,牡,幸英明,浜田多実雄
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,3,6,10,バスラットレオン,牡,坂井瑠星,矢作芳人
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,4,8,15,ククナ,牝,C.ルメール,栗田徹
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,5,4,6,セラフィナイト,牡,丸山元気,宮田敬介
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,6,2,2,ブルーシンフォニー,牡,田辺裕信,伊藤圭三
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,7,1,1,マリアエレーナ,牝,川島信二,吉田直弘
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,8,8,14,ワザモノ,牡,黛弘人,尾関知人
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,9,5,9,ルース,牝,池添謙一,池添兼雄
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,10,6,11,レゾンドゥスリール,牡,川田将雅,須貝尚介
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,11,3,5,ダディーズビビッド,牡,浜中俊,千田輝彦
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,12,5,8,トーカイキング,牡,和田竜二,西橋豊治
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,13,4,7,ファルヴォーレ,牡,吉田隼人,高橋義忠
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,14,3,4,カスティーリャ,牡,松山弘平,橋口慎介
2021/1/10/,中京,日刊スポーツ賞シンザン記念,GⅢ,1600,芝,15,7,13,ロードマックス,牡,岩田望来,藤原英昭
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,1,5,9,ファインルージュ,牝,C.ルメール,木村哲也
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,2,8,15,ホウオウイクセル,牝,丸田恭介,高柳瑞樹
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,3,1,1,ベッラノーヴァ,牝,丸山元気,金成貴史
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,4,4,8,テンハッピーローズ,牝,福永祐一,高柳大輔
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,5,3,6,ネクストストーリー,牝,杉原誠人,中川公成
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,6,4,7,タイニーロマンス,牝,内田博幸,金成貴史
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,7,2,4,ニシノエルサ,牝,勝浦正樹,中野栄治
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,8,2,3,アトミックフレア,牝,酒井学,渡辺薫彦
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,9,5,10,シャドウファックス,牝,大野拓弥,宮田敬介
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,10,3,5,クールキャット,牝,津村明秀,奥村武
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,11,6,12,ラストリージョ,牝,柴田大知,蛯名利弘
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,12,6,11,オプティミスモ,牝,藤井勘一郎,石坂公一
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,13,1,2,プリティインピンク,牝,山田敬士,小手川準
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,14,8,16,グロリユーノワール,牝,野中悠太郎,清水英克
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,15,7,13,カラパタール,牝,横山武史,池上昌和
2021/1/11/,中山,フェアリーステークス,GⅢ,1600,芝,16,7,14,ビップエレナ,牝,菊沢一樹,田島俊明
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,1,8,18,マジックキャッスル,牝,戸崎圭太,国枝栄
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,2,7,14,ランブリングアレー,牝,福永祐一,友道康夫
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,3,2,4,ウラヌスチャーム,牝,岩田康誠,斎藤誠
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,4,7,13,アブレイズ,牝,藤井勘一郎,池江泰寿
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,5,4,7,サトノガーネット,牝,坂井瑠星,矢作芳人
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,6,6,11,デンコウアンジュ,牝,柴田善臣,荒川義之
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,7,5,10,サトノダムゼル,牝,川田将雅,堀宣行
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,8,5,9,カセドラルベル,牝,松山弘平,西村真幸
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,9,7,15,シゲルピンクダイヤ,牝,和田竜二,渡辺薫彦
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,10,2,3,ディアンドル,牝,池添謙一,奥村豊
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,11,3,5,センテリュオ,牝,C.ルメール,高野友和
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,12,6,12,レッドアステル,牝,武豊,国枝栄
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,13,1,1,ドナウデルタ,牝,岩田望来,石坂正
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,14,1,2,ウインマイティー,牝,松若風馬,五十嵐忠男
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,15,8,16,リンディーホップ,牝,武藤雅,金成貴史
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,16,4,8,サマーセント,牝,幸英明,斉藤崇史
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,17,8,17,ナルハヤ,牝,藤田菜七子,梅田智之
2021/1/16/,中京,農林水産省賞典 愛知杯,GⅢ,2000,芝,18,3,6,タガノアスワド,牝,北村友一,五十嵐忠男
2021/1/17/,中山,京成杯,GⅢ,2000,芝,1,3,3,グラティアス,牡,C.ルメール,加藤征弘
2021/1/17/,中山,京成杯,GⅢ,2000,芝,2,1,1,タイムトゥヘヴン,牡,M.デムーロ,戸田博文
2021/1/17/,中山,京成杯,GⅢ,2000,芝,3,5,6,テンバガー,牡,戸崎圭太,藤岡健一
2021/1/17/,中山,京成杯,GⅢ,2000,芝,4,5,5,ヴァイスメテオール,牡,丸山元気,木村哲也
2021/1/17/,中山,京成杯,GⅢ,2000,芝,5,7,10,プラチナトレジャー,牡,田辺裕信,国枝栄
2021/1/17/,中山,京成杯,GⅢ,2000,芝,6,2,2,タイソウ,牡,石橋脩,西園正都
2021/1/17/,中山,京成杯,GⅢ,2000,芝,7,6,7,エイカイファントム,牡,岩田望来,藤原英昭
2021/1/17/,中山,京成杯,GⅢ,2000,芝,8,7,9,アクセル,牡,横山武史,武幸四郎
2021/1/17/,中山,京成杯,GⅢ,2000,芝,9,4,4,タケルジャック,牡,北村宏司,清水久詞
2021/1/17/,中山,京成杯,GⅢ,2000,芝,10,8,11,ラカン,牡,津村明秀,武市康男
2021/1/17/,中山,京成杯,GⅢ,2000,芝,11,6,8,ブラックロータス,牡,三浦皇成,金成貴史
2021/1/17/,中山,京成杯,GⅢ,2000,芝,12,8,12,ディクテイター,牡,北村友一,斉藤崇史
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,1,7,14,ショウリュウイクゾ,牡,団野大成,佐々木晶三
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,2,3,5,ミスマンマミーア,牝,松若風馬,寺島良
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,3,6,11,クラージュゲリエ,牡,福永祐一,池江泰寿
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,4,2,4,サンレイポケット,牡,荻野極,高橋義忠
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,5,2,3,サトノソルタス,牡,池添謙一,堀宣行
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,6,7,13,レイホーロマンス,牝,高倉稜,橋田満
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,7,4,8,サトノインプレッサ,牡,坂井瑠星,矢作芳人
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,8,6,12,ワセダインブルー,牡,大野拓弥,池上昌和
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,9,5,9,ヴェロックス,牡,川田将雅,中内田充正
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,10,5,10,アドマイヤビルゴ,牡,武豊,友道康夫
2021/1/17/,中京,日経新春杯,GⅡ,2200,芝,11,1,2,ロサグラウカ,牝,荻野琢真,尾関知人
